sku,name,warehouse,stock,reorder,cost
COMP-93230,Cable - 120mm PWM,Central Hub (WH-01),4171,261,$755.75
PWR-82202,RAM - 32GB DDR5,Central Hub (WH-01),4657,191,$46.93
PRD-HW-7314,Cable - Wireless,Express Logistics (WH-03),3686,413,$46.43
PRD-HW-21002,Cable - Mechanical RGB,Central Hub (WH-01),2106,231,$664.13
SKU-EL-42507,HDD - Intel Core i7,Regional Depot (WH-02),4939,213,$484.17
SKU-EL-96626,Keyboard - Mid-Tower,West Coast Dist,2997,129,$247.15
SKU-EL-62873,SSD - 2TB 7200RPM,East Coast Fulfillment,3979,200,$151.82
PWR-30261,Cooling Fan - Intel Core i7,Express Logistics (WH-03),3396,458,$333.31
PWR-86252,Keyboard - 2TB 7200RPM,Express Logistics (WH-03),3649,255,$163.85
PRD-HW-37703,SSD - Wireless,Express Logistics (WH-03),947,295,$536.64
MOD-32098,Motherboard - 27-inch 4K,West Coast Dist,4064,36,$640.18
PWR-72450,Cooling Fan - 1TB NVMe,East Coast Fulfillment,4012,236,$615.63
COMP-42295,Motherboard - 1TB NVMe,Express Logistics (WH-03),2502,71,$83.35
PRD-HW-18106,Cooling Fan - Mechanical RGB,East Coast Fulfillment,1821,29,$665.19
PWR-61489,HDD - ATX,East Coast Fulfillment,953,328,$345.71
PRD-HW-73622,Keyboard - 850W Gold,West Coast Dist,783,230,$156.26
PWR-24681,GPU - Wireless,Express Logistics (WH-03),2512,283,$585.60
MOD-56945,SSD - 850W Gold,Express Logistics (WH-03),2246,175,$437.40
MOD-14748,Power Supply - RTX 4070,East Coast Fulfillment,3543,192,$261.50
SKU-EL-8745,Cooling Fan - RTX 4070,Central Hub (WH-01),3377,29,$203.12
SKU-EL-85496,Keyboard - Intel Core i7,Express Logistics (WH-03),4327,179,$578.91
COMP-4281,Cooling Fan - Intel Core i7,Express Logistics (WH-03),1215,456,$192.83
PRD-HW-79592,SSD - 850W Gold,Regional Depot (WH-02),3992,139,$305.44
MOD-64807,Case - 2TB 7200RPM,East Coast Fulfillment,3184,189,$382.41
PRD-HW-72479,Keyboard - 27-inch 4K,West Coast Dist,549,97,$179.10
MOD-25838,HDD - 27-inch 4K,Regional Depot (WH-02),572,239,$684.04
MOD-47922,Mouse - Intel Core i7,Regional Depot (WH-02),4127,125,$142.12
MOD-42800,Monitor - Mid-Tower,Regional Depot (WH-02),3210,253,$350.68
MOD-44426,Motherboard - 27-inch 4K,East Coast Fulfillment,440,262,$738.04
SKU-EL-32969,CPU - Mechanical RGB,Express Logistics (WH-03),1788,186,$769.81
PWR-27427,RAM - 2TB 7200RPM,Regional Depot (WH-02),1806,132,$468.37
COMP-25795,Motherboard - 2TB 7200RPM,Central Hub (WH-01),3732,152,$408.67
PWR-50139,Power Supply - Intel Core i7,East Coast Fulfillment,1738,455,$466.23
PRD-HW-48327,Keyboard - USB-C 2m,West Coast Dist,3191,321,$491.79
PWR-72806,Cooling Fan - 850W Gold,East Coast Fulfillment,1028,179,$321.83
PRD-HW-52980,Monitor - 1TB NVMe,Central Hub (WH-01),298,60,$413.63
COMP-99929,Cooling Fan - 120mm PWM,East Coast Fulfillment,3607,374,$791.30
PRD-HW-53575,Mouse - Mechanical RGB,Express Logistics (WH-03),534,321,$213.87
COMP-98270,Case - Mechanical RGB,Central Hub (WH-01),4440,121,$146.83
SKU-EL-73163,Power Supply - 120mm PWM,East Coast Fulfillment,1788,170,$253.54
PWR-12500,GPU - 1TB NVMe,West Coast Dist,3118,251,$468.79
MOD-90234,Mouse - 2TB 7200RPM,Central Hub (WH-01),4680,148,$118.05
PWR-98728,CPU - 32GB DDR5,East Coast Fulfillment,865,443,$153.62
MOD-6474,Monitor - 32GB DDR5,Express Logistics (WH-03),20,381,$585.58
MOD-1677,Mouse - 1TB NVMe,Regional Depot (WH-02),3240,298,$197.95
SKU-EL-39957,HDD - 27-inch 4K,West Coast Dist,2809,24,$112.93
MOD-24474,Cable - 2TB 7200RPM,Regional Depot (WH-02),973,483,$398.90
MOD-20570,Monitor - ATX,Central Hub (WH-01),2032,100,$701.49
SKU-EL-39070,Mouse - ATX,East Coast Fulfillment,3979,500,$310.43
PRD-HW-84279,GPU - Intel Core i7,Express Logistics (WH-03),3398,497,$794.97
MOD-36766,Monitor - ATX,West Coast Dist,4949,64,$754.49
MOD-32097,CPU - ATX,West Coast Dist,423,70,$448.58
COMP-80339,GPU - 27-inch 4K,Regional Depot (WH-02),914,494,$414.46
PRD-HW-53127,GPU - RTX 4070,Central Hub (WH-01),2199,345,$130.86
PRD-HW-30448,RAM - USB-C 2m,West Coast Dist,2521,306,$128.54
MOD-5603,Cooling Fan - 120mm PWM,West Coast Dist,2977,494,$606.06
PRD-HW-81590,Mouse - 27-inch 4K,West Coast Dist,648,231,$471.70
COMP-84925,GPU - Wireless,East Coast Fulfillment,4455,244,$76.54
PRD-HW-32211,Mouse - RTX 4070,Regional Depot (WH-02),3464,208,$509.16
MOD-21045,Case - 2TB 7200RPM,East Coast Fulfillment,544,457,$636.06
PWR-83021,Keyboard - 1TB NVMe,Express Logistics (WH-03),4760,35,$461.76
MOD-81519,Monitor - Mechanical RGB,West Coast Dist,1809,243,$433.98
MOD-37912,Power Supply - 1TB NVMe,Central Hub (WH-01),3526,349,$451.99
COMP-26030,RAM - 2TB 7200RPM,East Coast Fulfillment,2732,193,$284.20
PWR-73428,CPU - ATX,East Coast Fulfillment,3152,496,$546.53
COMP-85178,RAM - 27-inch 4K,Express Logistics (WH-03),884,455,$361.26
MOD-81615,Motherboard - Mechanical RGB,Central Hub (WH-01),1214,27,$316.05
PWR-88904,Cable - Wireless,Regional Depot (WH-02),3742,135,$77.71
MOD-81042,Mouse - Wireless,Central Hub (WH-01),1218,69,$217.77
COMP-27254,GPU - 850W Gold,East Coast Fulfillment,4514,100,$163.19
MOD-90269,GPU - Intel Core i7,Express Logistics (WH-03),1046,37,$143.38
MOD-98099,Power Supply - ATX,Regional Depot (WH-02),3738,357,$743.36
MOD-98098,Case - USB-C 2m,East Coast Fulfillment,865,11,$293.30
MOD-48899,Cooling Fan - 2TB 7200RPM,East Coast Fulfillment,4652,292,$236.06
SKU-EL-21810,RAM - 2TB 7200RPM,Regional Depot (WH-02),883,367,$79.98
SKU-EL-80729,SSD - Wireless,East Coast Fulfillment,656,206,$210.93
COMP-25477,Cable - 32GB DDR5,West Coast Dist,4550,356,$743.28
PWR-52431,Cable - 120mm PWM,Express Logistics (WH-03),119,130,$758.20
SKU-EL-89864,Keyboard - 27-inch 4K,Regional Depot (WH-02),2645,53,$595.08
MOD-63846,Keyboard - 27-inch 4K,Express Logistics (WH-03),3145,226,$37.05
COMP-24659,RAM - Intel Core i7,Regional Depot (WH-02),3091,455,$194.34
MOD-88975,CPU - 850W Gold,Central Hub (WH-01),305,420,$101.53
PRD-HW-28433,HDD - 1TB NVMe,Central Hub (WH-01),796,362,$127.09
MOD-20169,SSD - ATX,West Coast Dist,2819,382,$359.11
PRD-HW-72577,CPU - 1TB NVMe,Regional Depot (WH-02),2840,183,$320.41
PWR-27096,Cable - 32GB DDR5,Regional Depot (WH-02),3190,234,$775.53
COMP-97575,Motherboard - Mechanical RGB,West Coast Dist,3807,432,$377.90
PRD-HW-74899,Mouse - 120mm PWM,East Coast Fulfillment,4787,470,$82.45
SKU-EL-17830,Power Supply - Mechanical RGB,Express Logistics (WH-03),2050,141,$512.10
PRD-HW-15479,Cable - 32GB DDR5,West Coast Dist,4013,330,$15.31
SKU-EL-16097,Monitor - 27-inch 4K,Regional Depot (WH-02),319,477,$405.14
SKU-EL-31149,RAM - 2TB 7200RPM,Regional Depot (WH-02),4180,316,$603.34
COMP-86757,Cable - 1TB NVMe,Express Logistics (WH-03),750,295,$365.86
PWR-96862,Cooling Fan - 1TB NVMe,Express Logistics (WH-03),4664,237,$142.84
COMP-87137,HDD - USB-C 2m,Express Logistics (WH-03),4295,375,$640.59
SKU-EL-76702,Keyboard - 850W Gold,Regional Depot (WH-02),61,15,$42.13
SKU-EL-72628,CPU - 2TB 7200RPM,West Coast Dist,109,288,$176.55
COMP-25005,Monitor - RTX 4070,Regional Depot (WH-02),2736,464,$43.31
PWR-41275,Monitor - 850W Gold,East Coast Fulfillment,4200,94,$605.71
PRD-HW-61906,HDD - 32GB DDR5,East Coast Fulfillment,1854,163,$174.35
PWR-9488,HDD - Intel Core i7,Regional Depot (WH-02),1458,186,$306.60
PRD-HW-8370,SSD - Wireless,West Coast Dist,4552,366,$275.90
SKU-EL-22631,Motherboard - Wireless,Regional Depot (WH-02),1848,35,$345.27
MOD-97427,GPU - Intel Core i7,Central Hub (WH-01),1252,209,$512.25
PWR-59422,CPU - Intel Core i7,West Coast Dist,2908,305,$91.37
PRD-HW-5723,RAM - ATX,Express Logistics (WH-03),2861,148,$412.94
SKU-EL-48894,RAM - 120mm PWM,Regional Depot (WH-02),4542,225,$686.97
PRD-HW-20927,Cable - 2TB 7200RPM,West Coast Dist,3768,449,$690.21
COMP-1808,Motherboard - 1TB NVMe,Express Logistics (WH-03),2538,461,$178.26
PRD-HW-36218,Power Supply - 120mm PWM,East Coast Fulfillment,3035,375,$583.34
SKU-EL-99027,Motherboard - 32GB DDR5,Express Logistics (WH-03),3364,205,$430.75
SKU-EL-52435,CPU - USB-C 2m,West Coast Dist,2258,194,$245.62
COMP-6534,GPU - 850W Gold,East Coast Fulfillment,4667,155,$593.98
SKU-EL-58854,RAM - 27-inch 4K,Express Logistics (WH-03),4684,415,$215.84
MOD-79211,Keyboard - ATX,Central Hub (WH-01),3827,172,$314.77
COMP-16321,SSD - USB-C 2m,East Coast Fulfillment,4745,430,$589.26
COMP-14112,CPU - 1TB NVMe,West Coast Dist,1609,75,$77.25
MOD-8029,Cable - Wireless,West Coast Dist,1900,90,$292.32
PWR-94451,Monitor - 32GB DDR5,Express Logistics (WH-03),1035,84,$644.00
COMP-66327,Monitor - ATX,Central Hub (WH-01),2222,69,$469.43
SKU-EL-24587,CPU - ATX,Regional Depot (WH-02),226,149,$539.03
SKU-EL-59346,Keyboard - 120mm PWM,Express Logistics (WH-03),1383,61,$575.93
PRD-HW-20985,Motherboard - Mid-Tower,West Coast Dist,663,326,$406.87
PRD-HW-37770,RAM - Wireless,Central Hub (WH-01),4130,235,$375.56
SKU-EL-58472,RAM - 1TB NVMe,West Coast Dist,1887,381,$395.30
PWR-17460,Cable - 120mm PWM,Central Hub (WH-01),3818,486,$401.05
MOD-9787,CPU - 27-inch 4K,Express Logistics (WH-03),519,430,$630.30
MOD-87451,CPU - 120mm PWM,Regional Depot (WH-02),3685,13,$757.55
PRD-HW-66737,CPU - Mid-Tower,West Coast Dist,4453,312,$345.40
PWR-5366,SSD - Intel Core i7,East Coast Fulfillment,2760,315,$426.12
COMP-11529,Monitor - 850W Gold,Regional Depot (WH-02),2305,218,$547.62
PRD-HW-24574,Mouse - 27-inch 4K,Central Hub (WH-01),950,190,$669.69
PRD-HW-69704,Monitor - 32GB DDR5,East Coast Fulfillment,4454,455,$189.98
MOD-72577,Cable - RTX 4070,Express Logistics (WH-03),12,292,$42.12
MOD-40806,Mouse - ATX,West Coast Dist,4797,287,$497.76
MOD-31411,Cooling Fan - 32GB DDR5,Central Hub (WH-01),3175,432,$662.34
COMP-33483,Case - 2TB 7200RPM,Regional Depot (WH-02),2479,254,$58.93
MOD-13493,RAM - Wireless,East Coast Fulfillment,1994,367,$234.27
PRD-HW-58012,RAM - 27-inch 4K,East Coast Fulfillment,4788,154,$165.55
PRD-HW-70548,Mouse - Wireless,West Coast Dist,197,331,$569.09
MOD-92509,GPU - Mechanical RGB,Central Hub (WH-01),2185,457,$471.78
PWR-22367,SSD - Wireless,East Coast Fulfillment,3959,315,$115.49
MOD-89776,GPU - 27-inch 4K,Express Logistics (WH-03),2364,406,$543.16
MOD-59842,Motherboard - 120mm PWM,East Coast Fulfillment,2327,338,$710.92
COMP-13971,Power Supply - USB-C 2m,Regional Depot (WH-02),3212,494,$127.65
PRD-HW-22331,CPU - 120mm PWM,East Coast Fulfillment,1671,44,$563.64
PRD-HW-19351,Mouse - Intel Core i7,West Coast Dist,3643,409,$738.73
SKU-EL-24798,SSD - 850W Gold,Central Hub (WH-01),1341,142,$670.12
PWR-69720,Case - USB-C 2m,Regional Depot (WH-02),4022,150,$692.51
PRD-HW-14483,HDD - Intel Core i7,East Coast Fulfillment,4827,56,$490.55
PWR-30281,Cooling Fan - ATX,West Coast Dist,2062,233,$367.55
PWR-50865,CPU - Mechanical RGB,Central Hub (WH-01),960,159,$202.94
PWR-54324,SSD - 27-inch 4K,East Coast Fulfillment,4543,149,$471.59
MOD-21911,Cooling Fan - 1TB NVMe,East Coast Fulfillment,1748,130,$527.41
SKU-EL-17215,Power Supply - RTX 4070,West Coast Dist,4914,240,$471.91
COMP-43742,Motherboard - 120mm PWM,Express Logistics (WH-03),1589,138,$41.28
PRD-HW-6590,SSD - 27-inch 4K,Express Logistics (WH-03),742,233,$344.93
PRD-HW-53133,HDD - USB-C 2m,East Coast Fulfillment,826,296,$272.82
PWR-81305,Monitor - 850W Gold,Central Hub (WH-01),2967,91,$397.87
COMP-5759,CPU - USB-C 2m,Express Logistics (WH-03),3125,196,$476.03
COMP-45351,Motherboard - Mid-Tower,Express Logistics (WH-03),1525,132,$419.87
PWR-91916,Case - 2TB 7200RPM,West Coast Dist,441,406,$632.28
MOD-37418,GPU - 850W Gold,Regional Depot (WH-02),428,143,$520.34
COMP-77392,Motherboard - USB-C 2m,Regional Depot (WH-02),3854,34,$423.80
SKU-EL-19039,Cooling Fan - Intel Core i7,East Coast Fulfillment,3603,82,$741.50
MOD-69049,RAM - 1TB NVMe,East Coast Fulfillment,2073,297,$354.30
MOD-26766,Cable - Wireless,Central Hub (WH-01),1926,356,$717.17
MOD-17711,Monitor - Wireless,Express Logistics (WH-03),128,482,$419.40
SKU-EL-54012,Power Supply - Intel Core i7,Express Logistics (WH-03),3026,363,$282.59
MOD-71748,Power Supply - 2TB 7200RPM,Regional Depot (WH-02),3608,196,$226.85
SKU-EL-31587,GPU - 850W Gold,Express Logistics (WH-03),1304,219,$392.02
COMP-10131,CPU - Intel Core i7,West Coast Dist,2818,36,$156.79
COMP-17671,Cable - 120mm PWM,Central Hub (WH-01),3786,284,$239.67
PWR-56293,Cable - 27-inch 4K,Central Hub (WH-01),4583,141,$400.08
PWR-1672,Cooling Fan - 850W Gold,West Coast Dist,2157,316,$495.30
MOD-35500,SSD - 120mm PWM,Express Logistics (WH-03),333,463,$590.12
COMP-83263,Keyboard - Mid-Tower,East Coast Fulfillment,2002,140,$116.77
COMP-93872,Monitor - Intel Core i7,Express Logistics (WH-03),240,486,$777.34
MOD-38327,Keyboard - 850W Gold,Express Logistics (WH-03),1089,105,$143.91
PRD-HW-59586,Motherboard - Intel Core i7,Express Logistics (WH-03),4090,13,$276.46
MOD-60162,SSD - 27-inch 4K,Regional Depot (WH-02),807,63,$496.04
PRD-HW-63581,SSD - Wireless,Express Logistics (WH-03),2601,427,$188.67
MOD-42025,Cooling Fan - 32GB DDR5,Central Hub (WH-01),879,141,$203.33
MOD-96630,Mouse - 120mm PWM,West Coast Dist,1798,457,$791.25
SKU-EL-20803,Monitor - USB-C 2m,Express Logistics (WH-03),329,163,$786.99
MOD-14259,RAM - Wireless,West Coast Dist,4833,165,$644.43
SKU-EL-41071,Mouse - ATX,Central Hub (WH-01),4400,18,$376.09
PRD-HW-10452,Cooling Fan - 32GB DDR5,Express Logistics (WH-03),3369,108,$476.37
COMP-91471,Monitor - 32GB DDR5,West Coast Dist,934,425,$617.90
COMP-44196,Cooling Fan - Mechanical RGB,West Coast Dist,1896,421,$435.78
COMP-49588,GPU - Mechanical RGB,Express Logistics (WH-03),4983,467,$662.89
SKU-EL-7701,GPU - 120mm PWM,West Coast Dist,4646,388,$277.88
PWR-73114,RAM - 120mm PWM,East Coast Fulfillment,4807,20,$627.67
SKU-EL-80569,Power Supply - 27-inch 4K,West Coast Dist,3765,417,$604.12
MOD-1391,Mouse - Mechanical RGB,Express Logistics (WH-03),1343,426,$161.08
SKU-EL-22892,Case - 120mm PWM,Central Hub (WH-01),2375,307,$673.33
SKU-EL-78841,Cable - 120mm PWM,Express Logistics (WH-03),1435,173,$227.41
COMP-27558,Monitor - USB-C 2m,West Coast Dist,393,475,$696.02
MOD-34459,SSD - 850W Gold,Express Logistics (WH-03),369,179,$739.63
SKU-EL-57031,GPU - ATX,Express Logistics (WH-03),553,34,$708.70
SKU-EL-41582,RAM - 27-inch 4K,Regional Depot (WH-02),164,87,$720.26
MOD-2531,Mouse - 2TB 7200RPM,Regional Depot (WH-02),3073,102,$214.23
COMP-35764,CPU - ATX,Express Logistics (WH-03),1150,210,$713.85
SKU-EL-71557,Case - Mechanical RGB,Express Logistics (WH-03),3731,130,$401.19
MOD-13279,Cooling Fan - 850W Gold,East Coast Fulfillment,2912,255,$214.72
COMP-67077,GPU - Wireless,East Coast Fulfillment,3879,424,$546.15
SKU-EL-67953,Monitor - 850W Gold,Regional Depot (WH-02),4709,165,$10.31
MOD-85319,Mouse - 27-inch 4K,Regional Depot (WH-02),4449,482,$13.86
PRD-HW-80273,Mouse - 1TB NVMe,Regional Depot (WH-02),236,411,$122.92
COMP-27713,Cooling Fan - 120mm PWM,Express Logistics (WH-03),1315,317,$539.86
MOD-8200,SSD - RTX 4070,East Coast Fulfillment,1943,435,$705.44
SKU-EL-9905,Cooling Fan - RTX 4070,West Coast Dist,3991,229,$604.72
PWR-78685,SSD - USB-C 2m,Regional Depot (WH-02),2246,268,$348.43
PRD-HW-69504,RAM - 32GB DDR5,East Coast Fulfillment,4103,184,$696.79
MOD-64235,Keyboard - 32GB DDR5,Express Logistics (WH-03),327,437,$280.42
COMP-22205,GPU - Wireless,East Coast Fulfillment,1800,193,$717.96
PWR-70380,Motherboard - RTX 4070,Regional Depot (WH-02),3996,457,$582.05
SKU-EL-43248,RAM - USB-C 2m,West Coast Dist,1645,343,$654.57
PRD-HW-21929,RAM - Wireless,Regional Depot (WH-02),1299,291,$555.40
PRD-HW-69783,Power Supply - 2TB 7200RPM,Regional Depot (WH-02),3716,175,$167.37
PRD-HW-48514,Mouse - 2TB 7200RPM,Regional Depot (WH-02),1101,95,$62.67
PWR-47999,Monitor - 2TB 7200RPM,East Coast Fulfillment,2415,418,$188.79
PWR-97992,Motherboard - 32GB DDR5,Express Logistics (WH-03),1160,385,$714.83
PRD-HW-1827,SSD - RTX 4070,Regional Depot (WH-02),2915,247,$553.20
COMP-92168,RAM - 1TB NVMe,Express Logistics (WH-03),3299,71,$178.09
SKU-EL-54385,Case - Mid-Tower,Regional Depot (WH-02),4386,492,$205.63
PRD-HW-17720,RAM - 120mm PWM,East Coast Fulfillment,469,338,$66.50
COMP-79499,SSD - 120mm PWM,East Coast Fulfillment,131,389,$217.18
PRD-HW-74833,RAM - Mechanical RGB,Express Logistics (WH-03),554,86,$174.01
COMP-38233,Keyboard - Mechanical RGB,Express Logistics (WH-03),4720,482,$165.75
SKU-EL-8783,Cable - 32GB DDR5,Regional Depot (WH-02),3578,88,$124.06
PWR-42732,GPU - 2TB 7200RPM,Central Hub (WH-01),3502,283,$705.04
MOD-65683,Case - USB-C 2m,West Coast Dist,4331,440,$450.83
MOD-60793,Keyboard - Intel Core i7,Regional Depot (WH-02),1013,72,$238.04
MOD-38807,Mouse - Mechanical RGB,Regional Depot (WH-02),3555,470,$286.81
MOD-13215,Cable - 32GB DDR5,East Coast Fulfillment,488,269,$234.40
COMP-6464,SSD - 1TB NVMe,Express Logistics (WH-03),4689,251,$98.30
PWR-99782,SSD - Mechanical RGB,Express Logistics (WH-03),1791,17,$579.39
COMP-42127,SSD - 120mm PWM,Express Logistics (WH-03),1042,483,$237.52
SKU-EL-36784,CPU - 32GB DDR5,Central Hub (WH-01),769,91,$660.36
PWR-96643,RAM - Mechanical RGB,East Coast Fulfillment,4016,128,$96.42
PWR-12179,Cable - Intel Core i7,East Coast Fulfillment,4523,464,$413.49
PWR-45249,Cable - 120mm PWM,Regional Depot (WH-02),4034,95,$726.99
PRD-HW-99113,Keyboard - Mechanical RGB,Express Logistics (WH-03),3589,74,$97.13
PWR-12836,Power Supply - 2TB 7200RPM,Central Hub (WH-01),3098,341,$189.97
SKU-EL-40256,Cable - 32GB DDR5,East Coast Fulfillment,4975,33,$369.01
PRD-HW-28580,Keyboard - 850W Gold,Regional Depot (WH-02),4629,423,$486.39
PRD-HW-31924,Monitor - 850W Gold,Central Hub (WH-01),701,439,$478.80
PRD-HW-34263,CPU - Mechanical RGB,Regional Depot (WH-02),3774,289,$631.78
PRD-HW-70487,CPU - Mid-Tower,Regional Depot (WH-02),104,443,$282.68
SKU-EL-13978,Case - ATX,East Coast Fulfillment,119,392,$796.51
PWR-72246,Keyboard - 850W Gold,West Coast Dist,4199,55,$489.14
COMP-56987,Cooling Fan - Intel Core i7,West Coast Dist,4261,339,$351.49
SKU-EL-13931,Cable - Wireless,East Coast Fulfillment,2923,123,$480.24
COMP-39382,Motherboard - Wireless,West Coast Dist,300,481,$756.20
COMP-18230,Motherboard - ATX,Central Hub (WH-01),4894,422,$100.54
MOD-18194,CPU - 2TB 7200RPM,Express Logistics (WH-03),375,473,$80.07
COMP-15688,Power Supply - Intel Core i7,Central Hub (WH-01),4946,325,$481.65
PRD-HW-69349,Cable - ATX,Regional Depot (WH-02),3403,469,$181.26
MOD-52345,CPU - Mechanical RGB,East Coast Fulfillment,4321,16,$674.36
MOD-4582,CPU - 27-inch 4K,West Coast Dist,3648,226,$729.39
SKU-EL-64638,HDD - 120mm PWM,West Coast Dist,1860,497,$594.92
PWR-89338,GPU - 1TB NVMe,West Coast Dist,972,14,$463.75
SKU-EL-50327,RAM - 2TB 7200RPM,West Coast Dist,90,413,$559.95
SKU-EL-36574,Cable - 1TB NVMe,Express Logistics (WH-03),3266,258,$175.97
COMP-53023,Mouse - 850W Gold,Express Logistics (WH-03),4428,113,$452.83
COMP-91302,Motherboard - 120mm PWM,West Coast Dist,3762,358,$738.00
COMP-45131,Motherboard - Intel Core i7,Express Logistics (WH-03),4665,43,$690.98
PWR-98506,CPU - Wireless,East Coast Fulfillment,671,269,$66.35
MOD-51892,RAM - Wireless,Central Hub (WH-01),232,494,$535.86
PWR-91012,GPU - Intel Core i7,West Coast Dist,360,71,$589.35
SKU-EL-40452,Mouse - 2TB 7200RPM,Central Hub (WH-01),3980,499,$506.45
PRD-HW-9939,Monitor - Wireless,West Coast Dist,250,496,$61.10
MOD-18398,Monitor - Mid-Tower,West Coast Dist,4824,148,$163.17
COMP-46229,HDD - 120mm PWM,Express Logistics (WH-03),1815,354,$784.18
MOD-20846,Monitor - ATX,Regional Depot (WH-02),2033,182,$760.20
COMP-86762,RAM - 850W Gold,West Coast Dist,4119,248,$678.75
PRD-HW-53504,GPU - 1TB NVMe,East Coast Fulfillment,692,470,$137.76
MOD-33975,GPU - Intel Core i7,Express Logistics (WH-03),1499,471,$585.11
PWR-43381,RAM - Wireless,East Coast Fulfillment,4572,291,$357.08
COMP-67335,Case - Intel Core i7,Central Hub (WH-01),2610,413,$108.76
PRD-HW-66883,Motherboard - 2TB 7200RPM,East Coast Fulfillment,118,266,$382.71
MOD-7976,Cooling Fan - 850W Gold,Regional Depot (WH-02),1136,323,$774.91
PRD-HW-38361,Monitor - 32GB DDR5,Express Logistics (WH-03),2827,487,$255.47
MOD-80026,CPU - 27-inch 4K,Express Logistics (WH-03),1435,132,$40.61
COMP-29440,Cable - 32GB DDR5,East Coast Fulfillment,96,333,$348.48
SKU-EL-72422,Case - 1TB NVMe,West Coast Dist,3456,73,$783.33
COMP-58160,Cooling Fan - 27-inch 4K,Express Logistics (WH-03),1084,407,$242.73
COMP-1122,CPU - Intel Core i7,Regional Depot (WH-02),3250,203,$145.50
SKU-EL-82024,CPU - 1TB NVMe,Central Hub (WH-01),3522,346,$492.93
COMP-88459,RAM - 120mm PWM,West Coast Dist,3312,53,$585.34
MOD-31333,Cable - Wireless,West Coast Dist,409,385,$467.41
MOD-91257,Cooling Fan - 850W Gold,Express Logistics (WH-03),4940,437,$421.02
MOD-52182,CPU - 850W Gold,East Coast Fulfillment,119,94,$415.50
PRD-HW-72947,HDD - Wireless,Central Hub (WH-01),4092,423,$180.10
MOD-87512,Cable - RTX 4070,Express Logistics (WH-03),2062,209,$668.74
SKU-EL-4708,HDD - Intel Core i7,West Coast Dist,3728,122,$777.93
PRD-HW-60425,SSD - Intel Core i7,East Coast Fulfillment,2640,342,$27.73
PWR-88825,Monitor - 850W Gold,West Coast Dist,1363,335,$274.07
SKU-EL-28934,Motherboard - 120mm PWM,East Coast Fulfillment,4107,434,$249.59
SKU-EL-85711,HDD - Wireless,West Coast Dist,1534,312,$527.48
MOD-67231,Cooling Fan - 2TB 7200RPM,Regional Depot (WH-02),4350,475,$487.33
MOD-44351,SSD - 27-inch 4K,West Coast Dist,4031,335,$170.83
PWR-25752,Keyboard - USB-C 2m,East Coast Fulfillment,4883,379,$30.54
PWR-47415,Power Supply - 120mm PWM,Central Hub (WH-01),1311,237,$276.04
PWR-67965,GPU - 1TB NVMe,East Coast Fulfillment,4782,153,$705.34
PWR-88947,CPU - Intel Core i7,Central Hub (WH-01),227,415,$402.47
PWR-6372,Motherboard - 2TB 7200RPM,East Coast Fulfillment,3580,82,$355.31
PWR-92646,Monitor - 2TB 7200RPM,East Coast Fulfillment,2703,365,$22.70
COMP-21766,SSD - 1TB NVMe,Central Hub (WH-01),3747,196,$341.38
PRD-HW-30249,Power Supply - 27-inch 4K,Central Hub (WH-01),836,354,$110.51
MOD-40530,Case - 27-inch 4K,West Coast Dist,2438,159,$202.19
PRD-HW-29645,GPU - 32GB DDR5,East Coast Fulfillment,1661,61,$219.49
PRD-HW-70281,SSD - 850W Gold,Central Hub (WH-01),3456,42,$32.53
COMP-82145,Mouse - Mechanical RGB,Express Logistics (WH-03),4291,188,$588.55
COMP-72104,Motherboard - 1TB NVMe,Regional Depot (WH-02),59,134,$611.45
PWR-60275,HDD - 1TB NVMe,Regional Depot (WH-02),4658,13,$183.40
PRD-HW-20032,Case - 120mm PWM,Regional Depot (WH-02),1706,100,$791.31
MOD-95592,CPU - 32GB DDR5,Central Hub (WH-01),1655,495,$132.19
MOD-47014,Cooling Fan - 2TB 7200RPM,Central Hub (WH-01),2104,223,$750.87
PRD-HW-48006,Mouse - USB-C 2m,Express Logistics (WH-03),3386,187,$640.83
MOD-28782,Cable - Mechanical RGB,East Coast Fulfillment,3061,79,$98.29
SKU-EL-55184,CPU - ATX,Express Logistics (WH-03),466,315,$74.47
PRD-HW-43269,Power Supply - 27-inch 4K,Central Hub (WH-01),1448,45,$465.32
PRD-HW-24578,Mouse - Wireless,West Coast Dist,438,63,$472.93
SKU-EL-47111,CPU - 32GB DDR5,Regional Depot (WH-02),3881,345,$612.65
PWR-78356,Cable - Mid-Tower,Express Logistics (WH-03),485,463,$243.47
COMP-89004,Keyboard - Mechanical RGB,Regional Depot (WH-02),3277,252,$552.09
COMP-32825,Cooling Fan - RTX 4070,East Coast Fulfillment,4672,176,$223.66
MOD-1123,SSD - 32GB DDR5,Express Logistics (WH-03),34,336,$184.71
PRD-HW-53830,GPU - 120mm PWM,Regional Depot (WH-02),2265,353,$179.96
MOD-15009,Mouse - 2TB 7200RPM,East Coast Fulfillment,635,184,$604.66
COMP-38125,HDD - Mechanical RGB,Central Hub (WH-01),1563,268,$6.45
COMP-38685,Cooling Fan - USB-C 2m,East Coast Fulfillment,4365,40,$489.52
PRD-HW-92405,Mouse - Wireless,Regional Depot (WH-02),3029,220,$630.69
SKU-EL-88906,Monitor - 27-inch 4K,West Coast Dist,3669,447,$100.77
